                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    216,                 1.9068,                 1.8911,                0.94421,                0.78987,                0.76164,                0.61648,                 0.7217,                0.27554,                0.35325,                0.39449,                0.29472,                0.11061,                 2.4468,                 3.7947,                 1.1177,                0.86648,             0.00021801,             0.00021801,             0.00021801
                    217,                  1.943,                 1.9795,                0.96931,                0.79095,                0.76164,                0.61648,                 0.7217,                0.27554,                0.35325,                0.39449,                0.29472,                0.11061,                 2.4468,                 3.7947,                 1.1177,                0.86648,             0.00021235,             0.00021235,             0.00021235
                    218,                 2.0225,                 1.9005,                 1.0494,                0.77349,                0.79188,                0.62612,                0.74571,                0.29733,                0.36214,                0.39626,                0.30438,                0.11671,                 2.3843,                 3.7183,                  1.093,                0.86509,             0.00020669,             0.00020669,             0.00020669
                    219,                 1.9593,                 2.0318,                 1.0066,                0.79078,                0.79188,                0.62612,                0.74571,                0.29733,                0.36214,                0.39626,                0.30438,                0.11671,                 2.3843,                 3.7183,                  1.093,                0.86509,             0.00020103,             0.00020103,             0.00020103
                    220,                 1.9398,                  1.795,                0.95933,                0.79611,                0.79188,                0.62612,                0.74571,                0.29733,                0.36214,                0.39626,                0.30438,                0.11671,                 2.3843,                 3.7183,                  1.093,                0.86509,             0.00019537,             0.00019537,             0.00019537
                    221,                 1.9354,                   1.83,                0.97633,                0.78501,                0.77993,                0.64234,                0.74845,                0.31059,                0.39158,                0.40509,                0.32473,                 0.1228,                 2.3451,                 3.7256,                 1.0802,                0.86417,             0.00018971,             0.00018971,             0.00018971
                    222,                 1.9764,                  1.931,                  0.985,                0.78416,                0.77993,                0.64234,                0.74845,                0.31059,                0.39158,                0.40509,                0.32473,                 0.1228,                 2.3451,                 3.7256,                 1.0802,                0.86417,             0.00018406,             0.00018406,             0.00018406
                    223,                 1.9272,                 2.0556,                 1.0036,                 0.8027,                0.79057,                0.65625,                0.77022,                0.32163,                0.38488,                0.42041,                0.33549,                0.12657,                  2.298,                 3.6323,                  1.063,                 0.8621,              0.0001784,              0.0001784,              0.0001784
                    224,                  2.014,                 2.0304,                 1.0298,                 0.7718,                0.79057,                0.65625,                0.77022,                0.32163,                0.38488,                0.42041,                0.33549,                0.12657,                  2.298,                 3.6323,                  1.063,                 0.8621,             0.00017274,             0.00017274,             0.00017274
                    225,                 1.9971,                   2.04,                 1.0651,                0.79134,                0.79057,                0.65625,                0.77022,                0.32163,                0.38488,                0.42041,                0.33549,                0.12657,                  2.298,                 3.6323,                  1.063,                 0.8621,             0.00016708,             0.00016708,             0.00016708
                    226,                 1.9337,                  1.892,                0.98638,                0.79152,                0.78227,                0.65993,                0.76869,                0.31611,                0.38108,                0.41586,                0.33127,                0.12528,                 2.3241,                 3.6123,                 1.0724,                0.86253,             0.00016142,             0.00016142,             0.00016142
                    227,                 1.9161,                 2.0128,                 1.0012,                0.79459,                0.78227,                0.65993,                0.76869,                0.31611,                0.38108,                0.41586,                0.33127,                0.12528,                 2.3241,                 3.6123,                 1.0724,                0.86253,             0.00015576,             0.00015576,             0.00015576
                    228,                 1.8718,                 1.8743,                0.95018,                0.80442,                0.77377,                0.66607,                 0.7691,                 0.3135,                0.38309,                 0.4319,                0.33595,                0.12875,                 2.3304,                 3.5326,                 1.0668,                0.86277,              0.0001501,              0.0001501,              0.0001501
                    229,                 1.9352,                 1.9811,                0.99043,                0.80137,                0.77377,                0.66607,                 0.7691,                 0.3135,                0.38309,                 0.4319,                0.33595,                0.12875,                 2.3304,                 3.5326,                 1.0668,                0.86277,             0.00014444,             0.00014444,             0.00014444
                    230,                  2.003,                 2.0297,                 1.0436,                 0.7823,                0.77377,                0.66607,                 0.7691,                 0.3135,                0.38309,                 0.4319,                0.33595,                0.12875,                 2.3304,                 3.5326,                 1.0668,                0.86277,             0.00013878,             0.00013878,             0.00013878
                    231,                   1.93,                 2.0955,                 1.0006,                0.79733,                0.78571,                0.66804,                0.77342,                0.31193,                0.40579,                0.41705,                0.35753,                0.13835,                 2.3277,                 3.4118,                  1.057,                  0.862,             0.00013313,             0.00013313,             0.00013313
                    232,                 1.9495,                 2.0116,                0.97496,                 0.7894,                0.78571,                0.66804,                0.77342,                0.31193,                0.40579,                0.41705,                0.35753,                0.13835,                 2.3277,                 3.4118,                  1.057,                  0.862,             0.00012747,             0.00012747,             0.00012747
                    233,                 2.0038,                   2.05,                 1.0419,                0.77623,                0.78525,                0.66236,                0.77302,                0.31071,                0.40279,                0.44535,                0.36462,                0.14224,                 2.3424,                 3.3211,                 1.0591,                0.86139,             0.00012181,             0.00012181,             0.00012181
                    234,                 2.0414,                 2.1016,                 1.0521,                0.77058,                0.78525,                0.66236,                0.77302,                0.31071,                0.40279,                0.44535,                0.36462,                0.14224,                 2.3424,                 3.3211,                 1.0591,                0.86139,             0.00011615,             0.00011615,             0.00011615
                    235,                  1.821,                 1.9058,                0.88955,                0.80004,                0.78965,                0.65132,                0.76809,                 0.3054,                0.40486,                0.44517,                0.36958,                0.14455,                 2.3575,                 3.2226,                 1.0638,                0.86081,             0.00011049,             0.00011049,             0.00011049
                    236,                 1.9407,                 2.0693,                 1.0047,                0.79398,                0.78965,                0.65132,                0.76809,                 0.3054,                0.40486,                0.44517,                0.36958,                0.14455,                 2.3575,                 3.2226,                 1.0638,                0.86081,             0.00010483,             0.00010483,             0.00010483
                    237,                 1.9666,                 1.9866,                 1.0239,                0.78708,                0.78965,                0.65132,                0.76809,                 0.3054,                0.40486,                0.44517,                0.36958,                0.14455,                 2.3575,                 3.2226,                 1.0638,                0.86081,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    238,                 1.9507,                 2.1229,                 1.0402,                0.78336,                0.77946,                0.65346,                0.76189,                 0.2958,                0.40653,                0.42862,                0.36419,                0.14232,                 2.3843,                 3.2042,                 1.0698,                0.86112,             9.3514e-05,             9.3514e-05,             9.3514e-05
                    239,                 2.0307,                 1.8985,                 1.0281,                0.78121,                0.77946,                0.65346,                0.76189,                 0.2958,                0.40653,                0.42862,                0.36419,                0.14232,                 2.3843,                 3.2042,                 1.0698,                0.86112,             8.7855e-05,             8.7855e-05,             8.7855e-05
                    240,                 1.9409,                 1.9343,                 1.0055,                 0.8093,                0.78865,                0.64492,                0.76026,                0.29449,                0.39271,                0.44355,                0.36273,                0.14145,                 2.4032,                 3.1907,                 1.0759,                0.86058,             8.2196e-05,             8.2196e-05,             8.2196e-05
                    241,                 1.8225,                 1.8559,                0.93775,                0.80681,                0.78865,                0.64492,                0.76026,                0.29449,                0.39271,                0.44355,                0.36273,                0.14145,                 2.4032,                 3.1907,                 1.0759,                0.86058,             7.6537e-05,             7.6537e-05,             7.6537e-05
                    242,                 1.8848,                 1.8623,                0.95438,                0.78671,                0.78865,                0.64492,                0.76026,                0.29449,                0.39271,                0.44355,                0.36273,                0.14145,                 2.4032,                 3.1907,                 1.0759,                0.86058,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    243,                 1.8826,                 1.8988,                0.98489,                0.82079,                0.77029,                0.63441,                0.74528,                0.28146,                0.38052,                0.43943,                0.34598,                0.13918,                 2.4374,                 3.2103,                 1.0888,                0.86168,              6.522e-05,              6.522e-05,              6.522e-05
                    244,                 1.8774,                 1.9715,                0.92993,                0.80298,                0.77029,                0.63441,                0.74528,                0.28146,                0.38052,                0.43943,                0.34598,                0.13918,                 2.4374,                 3.2103,                 1.0888,                0.86168,             5.9561e-05,             5.9561e-05,             5.9561e-05
                    245,                 1.9531,                  1.778,                 1.0926,                0.79548,                0.75684,                0.64619,                0.73519,                0.27305,                0.37157,                0.44164,                0.33723,                0.13516,                 2.4629,                  3.223,                 1.0973,                0.86127,             5.3902e-05,             5.3902e-05,             5.3902e-05
                    246,                 2.0192,                 1.9035,                 1.1326,                0.79101,                0.75684,                0.64619,                0.73519,                0.27305,                0.37157,                0.44164,                0.33723,                0.13516,                 2.4629,                  3.223,                 1.0973,                0.86127,             4.8243e-05,             4.8243e-05,             4.8243e-05
                    247,                 1.9135,                 1.9824,                 0.9615,                0.81558,                0.75684,                0.64619,                0.73519,                0.27305,                0.37157,                0.44164,                0.33723,                0.13516,                 2.4629,                  3.223,                 1.0973,                0.86127,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    248,                 1.8811,                  1.879,                0.96271,                0.79461,                 0.7665,                0.61929,                0.73208,                0.27242,                0.36056,                0.44267,                0.33771,                0.13626,                 2.4703,                 3.2255,                 1.1027,                 0.8611,             3.6925e-05,             3.6925e-05,             3.6925e-05
                    249,                 1.9115,                 2.1283,                0.98964,                0.79231,                 0.7665,                0.61929,                0.73208,                0.27242,                0.36056,                0.44267,                0.33771,                0.13626,                 2.4703,                 3.2255,                 1.1027,                 0.8611,             3.1267e-05,             3.1267e-05,             3.1267e-05
                    250,                 2.0226,                 2.0428,                 1.1817,                0.78973,                0.76791,                0.61754,                0.73516,                0.27614,                0.35911,                0.44234,                0.33562,                0.13819,                  2.445,                 3.1599,                 1.0975,                0.85968,             2.5608e-05,             2.5608e-05,             2.5608e-05
